AffymetrixID,AGI,L1P(-)normalized,L1P(-)rawvalue,L1P(-)flags,L2P(+)normalized,L2P(+)rawvalue,L2P(+)flags,L3P(-)normalized,L3P(-)rawvalue,L3P(-)flags,L4P(+)normalized,L4P(+)rawvalue,L4P(+)flagsvalue,L5P(-)normalized,L5P(-)rawvalue,L5P(-)flags,L6P(+)normalized,L6P(+)rawvalue,L6P(+)flags,meanRatioP(-)/P(+)
258034_at,At3g21300,0.428,19.5,A,1.264,44.4,P,0.736,17.9,P,1.506,45.2,P,0.656,45.3,A,1.356,106.5,P,0.437031741845086
266357_at,At2g32290,0.553,14.1,P,1.23,24.2,M,0.719,9.8,P,1.44,24.2,P,0.77,29.8,A,2.132,93.8,P,0.436687426169134
246074_at,At5g20130,0.67,147.1,P,1.446,244.8,P,0.67,78.5,P,1.586,229.4,P,0.564,187.9,P,1.33,503.6,P,0.43661790700696
265779_at,At2g07370,0.73,36,P,1.503,57.2,P,0.619,16.3,P,1.27,41.3,P,0.587,43.9,P,1.87,159.1,P,0.429000198077699
253440_at,At4g32570,0.521,87,P,1.333,171.7,P,0.74,66,P,1.511,166.3,P,0.51,129.1,P,1.26,362.9,P,0.428450503158707
262622_at,At1g06510,0.659,55.5,P,1.547,100.4,P,0.648,29.1,P,1.626,90.2,P,0.614,78.4,P,1.341,194.6,P,0.4274590091344
263131_at,At1g78630,0.684,1166.900,P,1.538,2025,P,0.843,768.4,P,1.795,2018.5,P,0.421,1088.900,P,1.157,3405.5,P,0.42608112866919
248704_at,At5g48450,0.682,31.1,P,1.552,54.6,P,0.661,16.1,A,1.803,54.2,P,0.619,42.8,A,1.318,103.7,P,0.425231726527768
246745_at,At5g27770,0.649,406.1,P,1.426,688.3,P,0.718,239.9,P,1.736,715.6,P,0.519,492.8,P,1.282,1383.400,P,0.424516626026692
263902_at,At2g36230,0.661,34.4,P,1.339,53.7,P,0.645,17.9,P,1.681,57.6,P,0.564,44.5,P,1.432,128.5,P,0.423735635385808
246088_at,At5g20600,0.527,38.8,P,1.311,74.4,P,0.689,27.1,P,1.455,70.6,P,0.648,72.4,P,1.66,210.7,P,0.421961394533445
252625_at,At3g44750,0.592,149.9,P,1.251,244.3,P,0.749,101.3,P,1.743,290.9,P,0.456,175,P,1.303,568.9,P,0.4176339751261
266980_at,At2g39390,0.515,136,P,1.387,282.2,P,0.681,95.9,P,1.504,261.6,P,0.563,225.3,P,1.319,600.5,P,0.416978680660983
251737_at,At3g56340,0.618,908.5,P,1.514,1715.900,P,0.928,727.9,P,2.237,2166.2,P,0.458,1021.900,P,1.072,2716.7,P,0.416756778620149
264203_at,At1g22780,0.615,768.2,P,1.435,1382.400,P,0.838,558.7,P,1.869,1538.5,P,0.433,820.8,P,1.162,2504.300,P,0.416524310188856
265960_at,At2g37470,0.633,43.8,P,1.32,70.4,P,0.68,25.1,P,1.528,69.6,P,0.48,50.4,P,1.491,177.8,P,0.41550107403105
260343_at,At1g69200,0.529,97.5,P,1.236,175.7,P,0.764,75.2,P,1.725,209.5,P,0.482,134.9,P,1.29,410,P,0.41484516302848
251443_at,At3g59940,0.781,212.7,P,1.944,408.5,P,0.518,75.3,P,1.219,218.9,P,0.648,268,P,1.57,737.5,P,0.413142099618582
252950_at,At4g38690,0.706,83,P,1.8,163.2,P,0.602,37.8,P,1.294,100.2,P,0.565,100.7,P,1.481,300.2,P,0.412981773558632
261084_at,At1g07440,0.581,231.6,P,1.351,415.4,P,0.649,138.3,P,1.476,387.9,P,0.532,321.6,P,1.447,995.5,P,0.412470310776253
256262_at,At3g12150,0.579,27,P,1.876,67.5,P,0.646,16.1,P,1.354,41.6,P,0.608,43,P,1.361,109.5,P,0.410823538078896
263593_at,At2g01860,0.458,31.8,P,1.327,71,P,0.777,28.8,P,1.656,75.7,P,0.508,53.5,P,1.223,146.3,P,0.409904782245273
251241_s_at,At3g62460,0.517,383.6,P,1.424,813.9,P,0.65,257.1,P,1.35,659.7,P,0.532,598.8,P,1.393,1780.6,P,0.408817608990995
256458_at,At1g75220,0.627,250.7,P,1.645,507,P,0.702,149.8,P,1.418,373.4,P,0.454,275,P,1.298,894.4,P,0.408662453355257
248655_at,At5g48760,0.57,101.3,P,1.314,180.1,P,0.805,76.4,P,1.798,210.6,P,0.411,110.8,P,1.195,366.3,P,0.408480899091343
249008_at,At5g44680,0.574,133.2,P,1.778,318.1,P,0.743,92,P,1.504,230,P,0.511,179.9,P,1.257,503.1,P,0.407791357230691
256144_at,At1g48630,0.549,394.6,P,1.234,684.2,P,0.766,293.8,P,1.629,771.5,P,0.473,515.2,P,1.535,1902.2,P,0.407755035741946
246926_at,At5g25240,0.664,53,P,1.349,83,P,0.343,14.6,P,1.336,70.2,P,0.652,78.9,P,1.376,189.3,P,0.407596730960993
260044_at,At1g73655,0.633,293.7,P,1.429,510.8,P,0.633,156.6,P,1.367,417.5,P,0.519,364.7,P,1.639,1310.400,P,0.407560466171443
264741_at,At1g62290,0.422,68.3,P,1.302,162.4,P,0.55,47.5,P,1.348,143.7,P,0.698,171.4,P,1.426,397.9,P,0.407203226275479
258067_at,At3g25980,0.501,28.3,A,1.258,54.8,P,0.763,23,P,1.717,63.9,P,0.466,39.9,P,1.237,120.5,P,0.406449596754687
261782_at,At1g76110,0.602,70,P,1.49,133.6,P,0.779,48.4,P,1.715,131.4,P,0.439,77.4,P,1.221,244.8,P,0.405931870142252
250777_at,At5g05440,0.762,315.6,P,2.032,648.9,P,0.571,126.3,P,1.238,337.7,P,0.608,381.6,P,1.597,1140.300,P,0.405647208399972
249121_at,At5g43830,0.729,711.7,P,1.643,1237.2,P,0.645,336.6,P,1.662,1069.300,P,0.488,722.5,P,1.271,2141.4,P,0.405245612108601
249945_at,At5g22440,0.547,259.6,P,1.459,534.3,P,0.863,218.9,P,1.763,551.8,P,0.394,283.8,P,1.137,931.1,P,0.403648931107599
267209_at,At2g30930,0.669,219,P,2.308,583,P,0.659,115.3,P,1.331,287.4,P,0.603,299.9,P,1.439,812.7,P,0.401339602102941
250371_at,At5g11450,0.489,210.4,P,1.34,445.1,P,0.721,165.8,P,1.455,412.7,P,0.438,285.8,P,1.279,949.6,P,0.400971020728261
264521_at,At1g10020,0.614,61.7,P,1.57,121.7,P,0.656,35.2,P,1.344,89,P,0.488,74.4,M,1.512,262,P,0.400643121131444
262086_at,At1g56050,0.642,136.3,P,1.482,242.8,P,0.691,78.4,P,1.713,239.7,P,0.474,152.8,P,1.309,479.3,P,0.399564244353409
265478_at,At2g15890,0.753,771.1,P,1.703,1344.7,P,0.445,243.4,P,1.249,842.5,P,0.496,770,P,1.247,2201.100,P,0.39873351054385
246211_at,At4g36730,0.583,104.7,P,1.62,224.6,P,0.626,60.1,P,1.519,179.9,P,0.579,157.9,P,1.374,425.8,P,0.39779571850409
256753_at,At3g27160,0.539,441.1,P,1.301,821.6,P,0.699,305.5,P,1.489,803.4,P,0.422,523.9,P,1.371,1936,P,0.397181265336224
257800_at,At3g15900,0.659,125,P,1.803,263.6,P,0.78,78.9,P,1.897,236.9,P,0.5,143.7,P,1.22,399,P,0.395504515703233
263498_at,At2g42610,0.654,78.4,P,1.517,140.2,P,0.742,47.5,P,1.611,127.2,P,0.365,66.4,P,1.258,260,P,0.393946871215773
264037_at,At2g03750,0.746,300.9,P,2,622.5,P,0.778,167.7,P,1.92,510.6,P,0.491,300.3,P,1.222,850.3,P,0.393336220221858
250079_at,At5g16650,0.693,160.6,P,2.052,366.6,P,0.825,102,P,1.683,256.9,P,0.413,145,P,1.175,469.4,P,0.393134912793038
259112_at,At3g05560,0.531,621.7,P,1.364,1232.300,P,0.727,454.7,P,1.597,1232.7,P,0.424,753.5,P,1.273,2572.5,P,0.392532075301007
247540_at,At5g61590,0.88,474.9,P,1.964,817.7,P,0.392,113.1,P,1.292,459.7,P,0.476,389.9,P,1.12,1043.400,P,0.392156915290502
248432_at,At5g51390,0.588,13.4,A,1.66,29.2,P,0.493,6,P,1.318,19.8,P,0.682,23.6,A,1.528,60.1,P,0.391534513109043
263372_at,At2g20450,0.471,171.6,P,1.249,350.5,P,0.751,146,P,1.586,380.4,P,0.489,270.1,P,1.522,955.2,P,0.390635915192205
258922_at,At3g10610,0.569,194.1,P,1.428,375.4,P,0.759,138.1,P,1.727,387.9,P,0.411,212.3,P,1.241,729.7,P,0.389711452739779
254011_at,At4g26370,0.536,97.1,P,1.256,175.3,P,0.744,71.9,P,1.761,210,P,0.421,115.5,P,1.32,412.1,P,0.389392736488245
250217_at,At5g14120,0.776,922.7,P,2.116,1939.6,P,0.589,373.9,P,1.224,958.6,P,0.477,859.3,P,1.516,3107.2,P,0.387527542812678
266959_at,At2g07690,0.377,9.6,A,1.17,23,P,0.83,11.3,A,2.078,34.9,P,0.763,29.5,P,1.744,76.7,P,0.386381581292553
247385_at,At5g63420,0.614,38.3,P,1.351,65,P,0.57,19,P,1.557,64,P,0.649,61.4,P,1.933,207.9,P,0.385438112995694
254564_at,At4g19170,0.667,64,P,1.544,114.3,P,0.507,26,A,1.494,94.5,P,0.51,74.2,A,1.333,220.7,P,0.384649299094651
264854_at,At2g17450,0.719,142.9,A,1.74,266.7,P,0.578,61.3,A,1.281,167.7,P,0.383,115.4,A,1.341,459.7,P,0.383345379468203
265724_at,At2g32100,0.883,96.8,P,2.149,181.6,P,0.532,31.1,P,1.79,129.2,P,0.49,81.4,P,1.117,211,P,0.382256837257871
257365_x_at,At2g26020,0.542,84.4,P,1.173,140.9,P,0.827,68.8,P,1.786,183.3,P,0.402,95,P,1.852,497.5,P,0.380723877915728
246730_at,At5g28060,0.56,397.4,P,1.485,813.2,P,0.723,274.3,P,1.642,768.3,P,0.412,443.6,P,1.277,1563.400,P,0.380017410289557
254831_at,At4g12600,0.487,279.1,P,1.429,631.5,P,0.706,215.9,P,1.474,556.4,P,0.413,358.9,P,1.294,1278.7,P,0.379643977248072
245121_at,At2g47610,0.493,485.2,P,1.396,1058.800,P,0.681,357.8,P,1.488,964.3,P,0.428,638.8,P,1.319,2236.4,P,0.378433800486667
253255_at,At4g34760,0.81,117.7,P,2.514,281.6,P,0.712,55.2,P,1.883,180.2,P,0.515,113.4,P,1.19,298,P,0.377696278181225
258454_at,At3g22300,0.501,60,P,1.326,122.6,P,0.842,53.9,P,2.053,162.1,P,0.397,72.1,P,1.158,239.3,P,0.376930679643475
245937_at,At5g19750,0.585,168.6,P,1.586,352.7,P,0.72,110.9,P,1.569,298,P,0.375,164.2,P,1.28,636.2,P,0.373570740800238
260155_at,At1g52870,0.553,410.9,P,1.632,934.6,P,0.621,246.1,P,1.379,674.9,P,0.552,621.3,P,1.69,2164.800,P,0.371933860524456
258939_at,At3g10020,0.577,78.8,P,1.654,174.2,P,0.565,41.2,P,1.423,128,P,0.53,109.7,P,1.441,339.3,P,0.37123329918312
253421_at,At4g32340,0.454,151.5,P,1.32,339.7,P,0.568,101.1,P,1.368,300.6,P,0.68,343.9,P,1.967,1131.6,P,0.368282730082693
260287_at,At1g80440,0.789,208.2,P,1.895,385.7,P,0.339,47.8,P,1.211,210.6,P,0.557,222.8,P,1.375,625.9,P,0.367127895678172
267237_s_at,At2g44040,0.624,77.6,P,1.764,169.3,P,0.694,46.1,P,1.755,143.9,P,0.458,86.5,P,1.306,280.3,P,0.366624073048634
246303_at,At3g51870,0.423,109.2,P,1.275,253.5,P,0.725,99.9,P,1.471,249.9,P,0.415,162.5,P,1.516,674.3,P,0.3661244687899
257856_at,At3g12930,0.559,159.2,P,1.385,304.3,P,0.673,102.3,P,1.61,302.1,P,0.365,157.7,P,1.327,651.9,P,0.365559683042065
255331_at,At4g04330,0.595,149,P,1.434,276.8,P,0.59,78.8,P,1.619,266.9,P,0.444,168.4,P,1.405,606.1,P,0.365120003127327
265175_at,At1g23480,0.631,68.2,P,1.369,114,P,0.61,35.2,P,1.623,115.5,P,0.378,61.9,P,1.477,275.1,P,0.364230582335004
251083_at,At5g01590,0.411,38.1,P,1.324,94.6,P,0.584,28.9,P,1.434,87.6,P,0.676,95.1,P,1.831,292.6,P,0.362290853824055
262830_at,At1g14700,0.375,39.6,P,1.421,115.8,P,0.532,30,P,1.359,94.6,P,0.641,102.8,P,1.49,271.5,P,0.361854772396478
259789_at,At1g29395,0.653,76,P,1.347,120.8,P,0.335,20.8,A,1.995,152.9,P,0.613,108.1,P,1.426,286.1,P,0.360858189031012
245362_at,At4g17460,0.479,59.6,P,1.289,123.6,P,0.711,47.2,P,1.748,143.2,P,0.408,77,P,1.347,288.9,P,0.360417263688564
246070_at,At5g20160,0.503,273.2,P,1.355,568.1,P,0.645,187.1,P,1.454,520.9,P,0.425,350.7,P,1.647,1543.6,P,0.357622164599164
258630_at,At3g02820,0.493,19.4,A,1.48,44.9,P,0.681,14.3,P,1.867,48.4,P,0.493,29.4,A,1.319,89.5,P,0.357210802564108
265032_at,At1g61580,0.532,39.6,P,1.623,93.2,P,0.838,33.3,P,1.844,90.5,P,0.328,37.1,A,1.162,149.3,P,0.354835615471062
266620_at,At2g35450,0.636,57.7,P,1.436,100.5,P,0.367,17.8,A,1.487,88.9,P,0.51,70.2,A,1.364,213.4,P,0.354534292715304
257964_at,At3g19850,0.631,65.6,P,2.814,225.7,P,0.666,37,P,1.334,91.4,P,0.453,71.4,P,1.335,239.5,P,0.354270726850385
249836_at,At5g23420,0.641,13.3,A,1.624,26,P,0.74,8.2,P,2.157,29.5,P,0.407,12.8,A,1.26,45.1,P,0.353596461311919
262399_at,At1g49500,0.473,284.1,P,1.906,883.6,P,0.677,217.4,P,1.408,557.7,P,0.427,389.5,P,1.323,1371.6,P,0.350579626662282
248460_at,At5g50915,0.632,55.1,P,1.289,86.6,P,0.711,33.1,P,2.395,137.5,P,0.447,59.1,P,1.693,254.4,P,0.350399796051193
266278_at,At2g29300,0.518,20.6,P,1.397,42.8,P,0.603,12.8,P,1.646,43.1,P,0.438,26.4,P,1.437,98.5,P,0.347312959587587
252563_at,At3g45970,0.521,156.9,P,1.33,308.7,P,0.665,106.8,P,2.593,514.3,P,0.67,305.9,P,1.734,899.8,P,0.344859624185356
248419_at,At5g51550,0.609,340,P,1.614,694.6,P,0.564,167.9,P,1.649,606.3,P,0.437,370.1,P,1.391,1338,P,0.344503787699045
255617_at,At4g01330,0.642,98.1,P,1.936,228,P,0.677,55.2,P,1.753,176.4,P,0.417,96.5,P,1.323,348.5,P,0.344333136045488
257860_at,At3g13062,0.73,135.5,P,2.324,332.8,P,0.516,51.2,P,1.27,155.4,P,0.56,157.7,P,1.849,592.2,P,0.341093074707514
256631_at,At3g28320,0.652,49.2,P,1.929,112.3,P,0.588,23.7,A,1.472,73.2,P,0.375,42.9,A,1.348,175.5,P,0.338548465303908
247443_at,At5g62720,0.555,260,P,1.664,600.9,P,0.526,131.5,P,1.445,445.8,P,0.529,375.9,P,1.664,1343.6,P,0.338485382840919
254430_at,At4g20820,0.599,16,P,1.272,26.2,P,0.519,7.4,M,2.386,42,P,0.728,29.5,P,2.23,102.7,P,0.338296069601813
250753_at,At5g05860,0.436,27.6,P,1.687,82.3,P,0.497,16.8,M,1.526,63.6,P,0.601,57.7,P,1.399,152.6,P,0.337909195585593
247524_at,At5g61440,0.52,60.6,P,1.301,116.9,P,0.699,43.5,P,1.689,129.7,P,0.329,58.2,P,1.71,343.6,P,0.335314852234291
266656_at,At2g25900,0.798,161.7,P,2.926,457.3,P,0.642,69.5,P,1.605,214.4,P,0.397,122.1,P,1.202,420.2,P,0.33433671154137
266313_at,At2g26980,0.636,93.9,P,1.863,212.3,P,0.544,42.9,P,1.793,174.6,P,0.488,109.4,P,1.364,347.7,P,0.334186081158033
260506_at,At1g47210,0.569,47.3,P,1.892,121.2,P,0.494,21.9,P,1.461,80,P,0.517,65.2,P,1.431,205,P,0.333383448014506
260869_at,At1g43800,0.493,42,P,1.769,116.1,P,0.638,29,P,1.585,88.9,M,0.423,54.6,P,1.362,199.9,P,0.330594957040276
254665_at,At4g18340,0.667,21.7,P,2.936,73.7,P,0.616,10.7,A,1.333,28.6,P,0.494,24.4,P,1.776,99.7,P,0.322482839515878
249726_at,At5g35480,0.272,8.4,P,1.413,33.7,P,0.587,9.7,P,1.506,30.7,P,0.55,25.8,P,1.432,76.4,P,0.322116893131025
251665_at,At3g57040,0.456,44.5,P,2.167,162.9,P,0.646,33.6,P,1.354,87,P,0.5,73.9,P,1.813,304.8,P,0.321106676420558
258920_at,At3g10520,0.567,134.5,P,1.538,281.5,P,0.462,58.5,P,1.609,251.7,P,0.439,158.2,P,1.433,586.7,P,0.320715259527534
266072_at,At2g18700,0.657,155.3,P,2.511,457.8,P,0.479,60.5,P,1.343,209.2,P,0.579,207.8,P,1.712,697.9,P,0.31883795492012
251642_at,At3g57520,0.567,498.7,P,2.18,1477.900,P,0.561,263.3,P,1.433,830,P,0.485,646.2,P,1.643,2491.800,P,0.31558995258747
262238_at,At1g48300,0.467,332.8,P,1.505,826.9,P,0.514,195.6,P,1.486,697.7,P,0.44,476.1,P,1.531,1881,P,0.314529294577587
249685_at,At5g36120,0.532,57.8,P,2.177,182.4,P,0.638,37,P,1.59,113.8,P,0.4,65.9,P,1.362,255.2,P,0.31310553607658
252036_at,At3g52070,0.491,54.9,P,2.084,179.7,P,0.489,29.2,P,1.445,106.4,P,0.555,94.2,P,1.538,296.6,P,0.311623722833808
261054_at,At1g01330,0.479,37.9,P,1.578,96.3,P,0.582,24.6,P,1.418,73.9,P,0.498,59.8,P,2.312,315.5,P,0.309794651787561
264379_at,At2g25200,0.607,40.7,P,1.674,86.6,P,0.341,12.2,P,1.393,61.6,P,0.537,54.7,P,1.716,198.6,P,0.306779002853461
248606_at,At5g49450,0.577,94.4,P,2.201,277.8,P,0.651,56.9,P,1.349,145.5,P,0.325,80.6,P,1.866,526.9,P,0.306300867137996
254553_at,At4g19530,0.651,96.8,P,2.576,295.6,P,0.587,46.6,P,1.763,172.9,P,0.437,98.6,P,1.349,346.3,P,0.303205414431065
267262_at,At2g22990,0.541,201.6,P,1.881,540.3,P,0.565,112.4,P,1.435,352,P,0.446,251.8,P,2.027,1301.900,P,0.300456931738229
248566_s_at,At5g49730,0.493,264.3,P,2.226,920.9,P,0.575,164.7,P,1.425,503.8,P,0.45,366,P,1.693,1566.5,P,0.296927540462899
263133_at,At1g78450,0.342,20.6,P,2.071,96.1,P,0.616,19.8,P,1.362,54,P,0.638,58.2,P,2.353,244.1,P,0.296185633569743
259303_at,At3g05130,0.558,6.3,P,1.217,10.6,P,0.315,1.9,A,3.024,22.5,A,0.414,7.1,A,1.289,25.1,P,0.294616798221784
257504_at,At1g52250,0.502,10.9,A,1.761,29.5,P,0.267,3.1,A,1.363,19.5,P,0.637,21,A,1.607,60.2,P,0.292449170030419
256772_at,At3g13750,0.515,274.7,P,2.471,1016.400,P,0.55,156.6,P,1.45,509.5,P,0.527,426.6,P,1.942,1785.800,P,0.286365903814001
250649_at,At5g06690,0.563,66.9,P,2.485,227.6,P,0.502,31.8,P,1.437,112.4,P,0.499,89.9,P,1.826,373.9,P,0.283057724825726
245637_at,At1g25230,0.451,72.1,P,2.247,277.2,P,0.533,45.5,P,1.463,154.2,P,0.537,130.3,P,1.909,526.6,P,0.282110353547409
246028_at,At5g21170,0.554,143,P,3.551,707.3,P,0.643,88.7,P,1.357,230.9,P,0.394,154.3,P,1.846,822.2,P,0.281095398419189
245925_at,At5g28770,0.59,74.5,P,2.909,283.4,P,0.578,39,P,1.41,117.4,P,0.332,63.6,P,1.527,332.7,P,0.276722564481355
267524_at,At2g30600,0.447,76.1,P,2.134,280.2,P,0.632,57.4,P,1.368,153.5,P,0.29,74.8,P,1.905,559.2,P,0.274561689054065
250107_at,At5g15330,0.592,20.3,A,2.266,59.9,P,0.333,6.1,A,1.408,31.8,M,0.59,30.7,A,1.815,107.3,P,0.274275954046199
256874_at,At3g26320,0.403,7.2,A,1.319,18.2,P,0.681,6.5,A,1.756,20.7,P,0.317,8.6,A,2.593,80,P,0.271866641727985
247754_at,At5g59080,0.688,49.5,P,2.752,152.7,P,0.37,14.2,P,1.401,66.4,P,0.393,42.9,P,1.312,162.8,P,0.271213252148581
252367_at,At3g48360,0.65,457.4,P,1.703,924,P,0.414,155.5,P,1.835,850.5,P,0.268,285.7,P,1.35,1637.6,P,0.268603662283523
264342_at,At1g12080,0.357,29.2,P,1.458,92,P,0.547,23.9,P,1.453,78.3,P,0.302,37.5,P,1.663,234.6,P,0.267639325805657
267265_at,At2g22980,0.476,36.4,P,2.177,128.4,P,0.492,20.1,P,1.508,76,P,0.455,52.8,P,1.965,259.2,P,0.258820542494787
256602_at,At3g28310,0.651,22.9,A,1.496,40.6,P,0.261,4.9,A,1.349,31.3,P,0.251,13.4,A,1.786,108.4,P,0.256391530391717
251704_at,At3g56360,0.481,143.1,P,1.457,334.2,P,0.543,86.3,P,2.747,538.5,P,0.522,235.4,P,2.283,1171.2,P,0.252149036112852
249052_at,At5g44420,0.26,21.1,P,1.386,86.8,P,0.623,27,P,1.377,73.7,P,0.451,55.5,P,3.924,549.6,P,0.251652251217521
263126_at,At1g78460,0.176,11.6,P,2.383,121.2,P,0.608,21.4,P,1.392,60.5,P,0.478,47.8,P,2.012,228.8,P,0.249404215101185
246114_at,At5g20250,0.481,666.9,P,1.991,2127.5,P,0.488,360.6,P,1.512,1380.5,P,0.303,636.9,P,1.719,4107.3,P,0.24686791179902
267461_at,At2g33830,0.655,310.5,P,3.3,1207,P,0.398,100.8,P,1.345,420.5,P,0.474,341,P,2.015,1648,P,0.243210453721306
253061_at,At4g37610,0.419,306.3,P,1.509,850.7,P,0.506,197.5,P,1.663,801.3,P,0.212,234.8,P,1.494,1883.6,P,0.241279219700904
249932_at,At5g22390,0.395,35.6,P,2.017,140.2,P,0.617,29.7,P,1.383,82.1,P,0.198,27,P,2.513,390.5,P,0.240252429190819
262986_at,At1g23390,0.588,226.5,P,2.626,780.1,P,0.372,76.5,P,1.412,358.3,P,0.377,220,P,1.787,1186.800,P,0.232779630926549
248622_at,At5g49360,0.506,442.8,P,2.951,1992.300,P,0.476,222.5,P,1.494,862,P,0.481,639.4,P,2.325,3510.5,P,0.232318928013869
247814_at,At5g58310,0.391,63.3,P,1.643,205.2,P,0.461,39.9,P,1.822,194.5,P,0.295,72.6,P,1.539,429.8,P,0.227560292646914
264238_at,At1g54740,0.424,87.2,P,2.585,410.4,P,0.507,55.7,P,1.493,202.5,P,0.309,96.4,P,1.894,672.3,P,0.222251572956292
247780_at,At5g58770,0.369,44.9,P,1.44,135.3,P,0.56,36.4,P,2.335,187.4,P,0.261,48.3,P,1.707,358.6,P,0.216326172681075
267460_at,At2g33810,0.633,16.1,A,2.172,42.6,P,0.214,2.9,A,1.367,22.9,P,0.41,15.8,A,2.141,93.9,P,0.213160982364986
249862_at,At5g22920,0.499,420.6,P,2.822,1833.2,P,0.647,291.1,P,2.092,1161,P,0.206,262.9,P,1.353,1964.7,P,0.212784206407858
258402_at,At3g15450,0.505,589.8,P,2.789,2510.300,P,0.557,347,P,1.831,1407.900,P,0.198,350.3,P,1.443,2905.2,P,0.207495990936005
253874_at,At4g27450,0.428,195.4,P,3.157,1112.2,P,0.449,109.5,P,1.551,466.9,P,0.304,211,P,1.577,1242.1,P,0.205944493619324
265116_at,At1g62480,0.27,144.4,P,1.877,773.3,P,0.477,136,P,1.523,536.2,P,0.268,217.5,P,1.67,1538.900,P,0.205841080608615
247954_at,At5g56870,0.614,212.5,P,4.481,1195.800,P,0.404,74.7,P,1.386,316,P,0.568,298.3,P,4.105,2449.800,P,0.1889590405065
265342_at,At2g18300,0.211,16.9,A,2.002,123.8,P,0.435,18.6,P,1.565,82.7,P,0.323,39.3,A,2.026,280.1,P,0.180925773399336
261567_at,At1g33055,0.262,15.7,P,1.822,84.1,P,0.219,7,A,1.549,61.1,P,0.451,40.9,A,2.064,213,P,0.167895770854139
259822_at,At1g66230,0.416,9,A,2.919,48.7,P,0.156,1.8,A,1.81,25.8,P,0.408,13.4,A,1.584,59.1,P,0.162092720886791
262212_at,At1g74890,0.352,6.2,A,2.288,31.1,P,0.202,1.9,A,2.661,30.9,P,0.108,2.9,A,1.648,50.1,P,0.098430481988565
259842_at,At1g73600,0.183,26.6,P,1.617,181.6,P,0.383,29.8,P,4.448,426.9,P,0.164,36.2,P,2.389,600,P,0.08930887557125
261684_at,At1g47400,0.112,6.1,A,1.652,69.3,P,0.348,10.1,A,6.17,221.1,P,0.229,18.9,A,2.656,249.1,P,0.070139478194072
